index,Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±
958,Total,Total,Haskovo,78,2020,35,60.0,55.0,64.0,63.0,60.0,60.4,3.1,1.96,2.7,57.699999999999996,63.1,17.6,2.7,29.1,5.5,60.4 (±2.7),17.6 (±2.7),29.1% (±5.5%)
959,Total,Total,Pazardzhik,91,2020,35,77.0,47.0,73.0,72.0,80.0,69.8,11.8,1.96,10.3,59.5,80.1,21.2,10.3,30.4,16.8,69.8 (±10.3),21.2 (±10.3),30.4% (±16.8%)
960,Total,Total,Smolyan,38,2020,35,37.0,32.0,30.0,31.0,15.0,29.0,7.4,1.96,6.5,22.5,35.5,9.0,6.5,31.0,24.0,29.0 (±6.5),9.0 (±6.5),31.0% (±24.0%)
961,Total,Total,Kardzhali,47,2020,35,30.0,20.0,36.0,41.0,25.0,30.4,7.5,1.96,6.6,23.799999999999997,37.0,16.6,6.6,54.6,27.6,30.4 (±6.6),16.6 (±6.6),54.6% (±27.6%)
962,Total,Total,Bulgaria,1946,2020,36,1975.0,1756.0,1766.0,1845.0,1737.0,1815.8,87.7,1.96,76.9,1738.8999999999999,1892.7,130.2,76.9,7.2,4.4,1815.8 (±76.9),130.2 (±76.9),7.2% (±4.4%)
963,Total,Total,Severna i yugoiztochna Bulgaria,1022,2020,36,1118.0,943.0,910.0,981.0,906.0,971.6,78.0,1.96,68.4,903.2,1040.0,50.4,68.4,5.2,6.9,971.6 (±68.4),50.4 (±68.4),5.2% (±6.9%)
964,Total,Total,Severozapaden,252,2020,36,278.0,257.0,238.0,243.0,230.0,249.2,16.9,1.96,14.8,234.39999999999998,264.0,2.8,14.8,1.1,5.6,249.2 (±14.8),2.8 (±14.8),1.1% (±5.6%)
965,Total,Total,Vidin,28,2020,36,47.0,41.0,36.0,30.0,28.0,36.4,7.0,1.96,6.1,30.299999999999997,42.5,-8.4,6.1,-23.1,11.0,36.4 (±6.1),-8.4 (±6.1),-23.1% (±11.0%)
966,Total,Total,Montana,58,2020,36,44.0,45.0,45.0,53.0,50.0,47.4,3.5,1.96,3.1,44.3,50.5,10.6,3.1,22.4,7.5,47.4 (±3.1),10.6 (±3.1),22.4% (±7.5%)
967,Total,Total,Vratsa,43,2020,36,67.0,52.0,55.0,47.0,56.0,55.4,6.6,1.96,5.8,49.6,61.199999999999996,-12.4,5.8,-22.4,7.3,55.4 (±5.8),-12.4 (±5.8),-22.4% (±7.3%)
968,Total,Total,Pleven,89,2020,36,78.0,77.0,77.0,74.0,66.0,74.4,4.4,1.96,3.9,70.5,78.30000000000001,14.6,3.9,19.6,5.9,74.4 (±3.9),14.6 (±3.9),19.6% (±5.9%)
969,Total,Total,Lovech,34,2020,36,42.0,42.0,25.0,39.0,30.0,35.6,6.9,1.96,6.0,29.6,41.6,-1.6,6.0,-4.5,13.8,35.6 (±6.0),-1.6 (±6.0),-4.5% (±13.8%)
970,Total,Total,Severen tsentralen,220,2020,36,281.0,219.0,218.0,237.0,209.0,232.8,25.8,1.96,22.6,210.20000000000002,255.4,-12.8,22.6,-5.5,8.4,232.8 (±22.6),-12.8 (±22.6),-5.5% (±8.4%)
971,Total,Total,Veliko Tarnovo,71,2020,36,84.0,69.0,61.0,60.0,52.0,65.2,10.8,1.96,9.5,55.7,74.7,5.8,9.5,8.9,13.9,65.2 (±9.5),5.8 (±9.5),8.9% (±13.9%)
972,Total,Total,Gabrovo,33,2020,36,30.0,37.0,41.0,41.0,29.0,35.6,5.2,1.96,4.6,31.0,40.2,-2.6,4.6,-7.3,10.6,35.6 (±4.6),-2.6 (±4.6),-7.3% (±10.6%)
973,Total,Total,Ruse,57,2020,36,93.0,56.0,49.0,66.0,60.0,64.8,15.1,1.96,13.2,51.599999999999994,78.0,-7.8,13.2,-12.0,14.9,64.8 (±13.2),-7.8 (±13.2),-12.0% (±14.9%)
974,Total,Total,Razgrad,26,2020,36,37.0,28.0,37.0,32.0,35.0,33.8,3.4,1.96,3.0,30.799999999999997,36.8,-7.8,3.0,-23.1,6.2,33.8 (±3.0),-7.8 (±3.0),-23.1% (±6.2%)
975,Total,Total,Silistra,33,2020,36,37.0,29.0,30.0,38.0,33.0,33.4,3.6,1.96,3.2,30.2,36.6,-0.4,3.2,-1.2,8.6,33.4 (±3.2),-0.4 (±3.2),-1.2% (±8.6%)
976,Total,Total,Severoiztochen,263,2020,36,253.0,205.0,200.0,215.0,219.0,218.4,18.6,1.96,16.3,202.1,234.70000000000002,44.6,16.3,20.4,8.3,218.4 (±16.3),44.6 (±16.3),20.4% (±8.3%)
977,Total,Total,Varna,112,2020,36,106.0,81.0,91.0,98.0,97.0,94.6,8.3,1.96,7.3,87.3,101.89999999999999,17.4,7.3,18.4,8.5,94.6 (±7.3),17.4 (±7.3),18.4% (±8.5%)
978,Total,Total,Dobrich,58,2020,36,63.0,46.0,38.0,50.0,49.0,49.2,8.1,1.96,7.1,42.1,56.300000000000004,8.8,7.1,17.9,14.9,49.2 (±7.1),8.8 (±7.1),17.9% (±14.9%)
979,Total,Total,Shumen,57,2020,36,50.0,44.0,44.0,48.0,43.0,45.8,2.7,1.96,2.4,43.4,48.199999999999996,11.2,2.4,24.5,6.2,45.8 (±2.4),11.2 (±2.4),24.5% (±6.2%)
980,Total,Total,Targovishte,36,2020,36,34.0,34.0,27.0,19.0,30.0,28.8,5.6,1.96,4.9,23.9,33.7,7.2,4.9,25.0,18.2,28.8 (±4.9),7.2 (±4.9),25.0% (±18.2%)
981,Total,Total,Yugoiztochen,287,2020,36,306.0,262.0,254.0,286.0,248.0,271.2,21.7,1.96,19.0,252.2,290.2,15.8,19.0,5.8,6.9,271.2 (±19.0),15.8 (±19.0),5.8% (±6.9%)
982,Total,Total,Burgas,93,2020,36,112.0,105.0,85.0,100.0,82.0,96.8,11.5,1.96,10.1,86.7,106.89999999999999,-3.8,10.1,-3.9,9.1,96.8 (±10.1),-3.8 (±10.1),-3.9% (±9.1%)
983,Total,Total,Sliven,51,2020,36,55.0,45.0,35.0,55.0,55.0,49.0,8.0,1.96,7.0,42.0,56.0,2.0,7.0,4.1,13.0,49.0 (±7.0),2.0 (±7.0),4.1% (±13.0%)
984,Total,Total,Yambol,48,2020,36,36.0,29.0,44.0,39.0,37.0,37.0,4.9,1.96,4.3,32.7,41.3,11.0,4.3,29.7,13.5,37.0 (±4.3),11.0 (±4.3),29.7% (±13.5%)
985,Total,Total,Stara Zagora,95,2020,36,103.0,83.0,90.0,92.0,74.0,88.4,9.6,1.96,8.4,80.0,96.80000000000001,6.6,8.4,7.5,9.4,88.4 (±8.4),6.6 (±8.4),7.5% (±9.4%)
986,Total,Total,Yugozapadna i yuzhna tsentralna Bulgaria,924,2020,36,857.0,813.0,856.0,864.0,831.0,844.2,19.2,1.96,16.8,827.4000000000001,861.0,79.8,16.8,9.5,2.2,844.2 (±16.8),79.8 (±16.8),9.5% (±2.2%)
987,Total,Total,Yugozapaden,534,2020,36,499.0,470.0,485.0,485.0,453.0,478.4,15.7,1.96,13.8,464.59999999999997,492.2,55.6,13.8,11.6,3.1,478.4 (±13.8),55.6 (±13.8),11.6% (±3.1%)
988,Total,Total,Sofia (stolitsa),275,2020,36,284.0,273.0,265.0,270.0,250.0,268.4,11.1,1.96,9.7,258.7,278.09999999999997,6.6,9.7,2.5,3.6,268.4 (±9.7),6.6 (±9.7),2.5% (±3.6%)
989,Total,Total,Sofia,91,2020,36,77.0,62.0,72.0,62.0,65.0,67.6,6.0,1.96,5.3,62.3,72.89999999999999,23.4,5.3,34.6,9.8,67.6 (±5.3),23.4 (±5.3),34.6% (±9.8%)
990,Total,Total,Blagoevgrad,87,2020,36,56.0,72.0,61.0,74.0,69.0,66.4,6.8,1.96,6.0,60.400000000000006,72.4,20.6,6.0,31.0,10.8,66.4 (±6.0),20.6 (±6.0),31.0% (±10.8%)
991,Total,Total,Pernik,45,2020,36,43.0,27.0,52.0,38.0,33.0,38.6,8.5,1.96,7.5,31.1,46.1,6.4,7.5,16.6,19.0,38.6 (±7.5),6.4 (±7.5),16.6% (±19.0%)
992,Total,Total,Kyustendil,36,2020,36,39.0,36.0,35.0,41.0,36.0,37.4,2.2,1.96,1.9,35.5,39.3,-1.4,1.9,-3.7,4.7,37.4 (±1.9),-1.4 (±1.9),-3.7% (±4.7%)
993,Total,Total,Yuzhen tsentralen,390,2020,36,358.0,343.0,371.0,379.0,378.0,365.8,13.6,1.96,11.9,353.90000000000003,377.7,24.2,11.9,6.6,3.3,365.8 (±11.9),24.2 (±11.9),6.6% (±3.3%)
994,Total,Total,Plovdiv,191,2020,36,164.0,174.0,167.0,188.0,166.0,171.8,8.8,1.96,7.7,164.10000000000002,179.5,19.2,7.7,11.2,4.8,171.8 (±7.7),19.2 (±7.7),11.2% (±4.8%)
995,Total,Total,Haskovo,60,2020,36,73.0,55.0,71.0,65.0,74.0,67.6,7.0,1.96,6.1,61.49999999999999,73.69999999999999,-7.6,6.1,-11.2,7.4,67.6 (±6.1),-7.6 (±6.1),-11.2% (±7.4%)
996,Total,Total,Pazardzhik,71,2020,36,56.0,67.0,64.0,65.0,68.0,64.0,4.2,1.96,3.7,60.3,67.7,7.0,3.7,10.9,6.0,64.0 (±3.7),7.0 (±3.7),10.9% (±6.0%)
997,Total,Total,Smolyan,39,2020,36,31.0,18.0,29.0,33.0,34.0,29.0,5.8,1.96,5.1,23.9,34.1,10.0,5.1,34.5,20.1,29.0 (±5.1),10.0 (±5.1),34.5% (±20.1%)
998,Total,Total,Kardzhali,29,2020,36,34.0,29.0,40.0,28.0,36.0,33.4,4.5,1.96,3.9,29.5,37.3,-4.4,3.9,-13.2,9.1,33.4 (±3.9),-4.4 (±3.9),-13.2% (±9.1%)
999,Total,Total,Bulgaria,1913,2020,37,1727.0,1819.0,1944.0,1844.0,1751.0,1817.0,76.6,1.96,67.1,1749.9,1884.1,96.0,67.1,5.3,3.8,1817.0 (±67.1),96.0 (±67.1),5.3% (±3.8%)
1000,Total,Total,Severna i yugoiztochna Bulgaria,985,2020,37,955.0,962.0,1030.0,1002.0,961.0,982.0,29.2,1.96,25.6,956.4,1007.6,3.0,25.6,0.3,2.5,982.0 (±25.6),3.0 (±25.6),0.3% (±2.5%)
1001,Total,Total,Severozapaden,245,2020,37,234.0,271.0,261.0,251.0,255.0,254.4,12.2,1.96,10.7,243.70000000000002,265.1,-9.4,10.7,-3.7,3.9,254.4 (±10.7),-9.4 (±10.7),-3.7% (±3.9%)
1002,Total,Total,Vidin,31,2020,37,24.0,39.0,29.0,22.0,42.0,31.2,8.0,1.96,7.0,24.2,38.2,-0.2,7.0,-0.6,18.2,31.2 (±7.0),-0.2 (±7.0),-0.6% (±18.2%)
1003,Total,Total,Montana,51,2020,37,59.0,53.0,58.0,54.0,41.0,53.0,6.4,1.96,5.6,47.4,58.6,-2.0,5.6,-3.8,9.2,53.0 (±5.6),-2.0 (±5.6),-3.8% (±9.2%)
1004,Total,Total,Vratsa,51,2020,37,44.0,58.0,63.0,56.0,46.0,53.4,7.3,1.96,6.4,47.0,59.8,-2.4,6.4,-4.5,10.2,53.4 (±6.4),-2.4 (±6.4),-4.5% (±10.2%)
1005,Total,Total,Pleven,71,2020,37,66.0,77.0,76.0,75.0,82.0,75.2,5.2,1.96,4.6,70.60000000000001,79.8,-4.2,4.6,-5.6,5.4,75.2 (±4.6),-4.2 (±4.6),-5.6% (±5.4%)
1006,Total,Total,Lovech,41,2020,37,41.0,44.0,35.0,44.0,44.0,41.6,3.5,1.96,3.1,38.5,44.7,-0.6,3.1,-1.4,6.9,41.6 (±3.1),-0.6 (±3.1),-1.4% (±6.9%)
1007,Total,Total,Severen tsentralen,243,2020,37,194.0,224.0,254.0,244.0,231.0,229.4,20.5,1.96,18.0,211.4,247.4,13.6,18.0,5.9,7.7,229.4 (±18.0),13.6 (±18.0),5.9% (±7.7%)
1008,Total,Total,Veliko Tarnovo,72,2020,37,59.0,62.0,75.0,71.0,71.0,67.6,6.1,1.96,5.3,62.3,72.89999999999999,4.4,5.3,6.5,7.7,67.6 (±5.3),4.4 (±5.3),6.5% (±7.7%)
1009,Total,Total,Gabrovo,46,2020,37,34.0,39.0,47.0,41.0,37.0,39.6,4.4,1.96,3.9,35.7,43.5,6.4,3.9,16.2,10.5,39.6 (±3.9),6.4 (±3.9),16.2% (±10.5%)
1010,Total,Total,Ruse,70,2020,37,52.0,64.0,64.0,69.0,44.0,58.6,9.2,1.96,8.1,50.5,66.7,11.4,8.1,19.5,14.6,58.6 (±8.1),11.4 (±8.1),19.5% (±14.6%)
1011,Total,Total,Razgrad,31,2020,37,29.0,32.0,29.0,30.0,44.0,32.8,5.7,1.96,5.0,27.799999999999997,37.8,-1.8,5.0,-5.5,12.5,32.8 (±5.0),-1.8 (±5.0),-5.5% (±12.5%)
1012,Total,Total,Silistra,24,2020,37,20.0,27.0,39.0,33.0,35.0,30.8,6.6,1.96,5.8,25.0,36.6,-6.8,5.8,-22.1,12.3,30.8 (±5.8),-6.8 (±5.8),-22.1% (±12.3%)
1013,Total,Total,Severoiztochen,226,2020,37,243.0,221.0,236.0,217.0,203.0,224.0,14.2,1.96,12.4,211.6,236.4,2.0,12.4,0.9,5.3,224.0 (±12.4),2.0 (±12.4),0.9% (±5.3%)
1014,Total,Total,Varna,88,2020,37,107.0,103.0,106.0,105.0,84.0,101.0,8.6,1.96,7.5,93.5,108.5,-13.0,7.5,-12.9,6.0,101.0 (±7.5),-13.0 (±7.5),-12.9% (±6.0%)
1015,Total,Total,Dobrich,64,2020,37,48.0,43.0,53.0,43.0,53.0,48.0,4.5,1.96,3.9,44.1,51.9,16.0,3.9,33.3,10.0,48.0 (±3.9),16.0 (±3.9),33.3% (±10.0%)
1016,Total,Total,Shumen,36,2020,37,51.0,51.0,44.0,29.0,43.0,43.6,8.0,1.96,7.0,36.6,50.6,-7.6,7.0,-17.4,11.5,43.6 (±7.0),-7.6 (±7.0),-17.4% (±11.5%)
1017,Total,Total,Targovishte,38,2020,37,37.0,24.0,33.0,40.0,23.0,31.4,6.8,1.96,6.0,25.4,37.4,6.6,6.0,21.0,19.4,31.4 (±6.0),6.6 (±6.0),21.0% (±19.4%)
1018,Total,Total,Yugoiztochen,271,2020,37,284.0,246.0,279.0,290.0,272.0,274.2,15.3,1.96,13.4,260.8,287.59999999999997,-3.2,13.4,-1.2,4.6,274.2 (±13.4),-3.2 (±13.4),-1.2% (±4.6%)
1019,Total,Total,Burgas,108,2020,37,80.0,87.0,95.0,101.0,106.0,93.8,9.4,1.96,8.2,85.6,102.0,14.2,8.2,15.1,9.2,93.8 (±8.2),14.2 (±8.2),15.1% (±9.2%)
1020,Total,Total,Sliven,36,2020,37,52.0,53.0,51.0,52.0,45.0,50.6,2.9,1.96,2.5,48.1,53.1,-14.6,2.5,-28.9,3.3,50.6 (±2.5),-14.6 (±2.5),-28.9% (±3.3%)
1021,Total,Total,Yambol,38,2020,37,56.0,21.0,31.0,43.0,33.0,36.8,11.9,1.96,10.4,26.4,47.199999999999996,1.2,10.4,3.3,22.8,36.8 (±10.4),1.2 (±10.4),3.3% (±22.8%)
1022,Total,Total,Stara Zagora,89,2020,37,96.0,85.0,102.0,94.0,88.0,93.0,6.0,1.96,5.3,87.7,98.3,-4.0,5.3,-4.3,5.2,93.0 (±5.3),-4.0 (±5.3),-4.3% (±5.2%)
1023,Total,Total,Yugozapadna i yuzhna tsentralna Bulgaria,928,2020,37,772.0,857.0,914.0,842.0,790.0,835.0,50.5,1.96,44.3,790.7,879.3,93.0,44.3,11.1,5.6,835.0 (±44.3),93.0 (±44.3),11.1% (±5.6%)
1024,Total,Total,Yugozapaden,514,2020,37,447.0,505.0,532.0,500.0,458.0,488.4,31.5,1.96,27.6,460.79999999999995,516.0,25.6,27.6,5.2,5.6,488.4 (±27.6),25.6 (±27.6),5.2% (±5.6%)
1025,Total,Total,Sofia (stolitsa),281,2020,37,240.0,277.0,298.0,281.0,253.0,269.8,20.7,1.96,18.1,251.70000000000002,287.90000000000003,11.2,18.1,4.2,6.6,269.8 (±18.1),11.2 (±18.1),4.2% (±6.6%)
1026,Total,Total,Sofia,58,2020,37,73.0,68.0,71.0,71.0,70.0,70.6,1.6,1.96,1.4,69.19999999999999,72.0,-12.6,1.4,-17.8,1.6,70.6 (±1.4),-12.6 (±1.4),-17.8% (±1.6%)
1027,Total,Total,Blagoevgrad,94,2020,37,65.0,74.0,72.0,63.0,66.0,68.0,4.2,1.96,3.7,64.3,71.7,26.0,3.7,38.2,7.1,68.0 (±3.7),26.0 (±3.7),38.2% (±7.1%)
1028,Total,Total,Pernik,40,2020,37,31.0,43.0,46.0,41.0,37.0,39.6,5.2,1.96,4.6,35.0,44.2,0.4,4.6,1.0,10.5,39.6 (±4.6),0.4 (±4.6),1.0% (±10.5%)
1029,Total,Total,Kyustendil,41,2020,37,38.0,43.0,45.0,44.0,32.0,40.4,4.8,1.96,4.2,36.199999999999996,44.6,0.6,4.2,1.5,9.6,40.4 (±4.2),0.6 (±4.2),1.5% (±9.6%)
1030,Total,Total,Yuzhen tsentralen,414,2020,37,325.0,352.0,382.0,342.0,332.0,346.6,19.9,1.96,17.4,329.20000000000005,364.0,67.4,17.4,19.4,5.7,346.6 (±17.4),67.4 (±17.4),19.4% (±5.7%)
1031,Total,Total,Plovdiv,181,2020,37,129.0,149.0,186.0,172.0,160.0,159.2,19.5,1.96,17.1,142.1,176.29999999999998,21.8,17.1,13.7,11.0,159.2 (±17.1),21.8 (±17.1),13.7% (±11.0%)
1032,Total,Total,Haskovo,69,2020,37,71.0,57.0,73.0,62.0,58.0,64.2,6.6,1.96,5.8,58.400000000000006,70.0,4.8,5.8,7.5,8.9,64.2 (±5.8),4.8 (±5.8),7.5% (±8.9%)
1033,Total,Total,Pazardzhik,74,2020,37,66.0,70.0,69.0,54.0,52.0,62.2,7.7,1.96,6.7,55.5,68.9,11.8,6.7,19.0,11.6,62.2 (±6.7),11.8 (±6.7),19.0% (±11.6%)
1034,Total,Total,Smolyan,45,2020,37,25.0,32.0,24.0,21.0,25.0,25.4,3.6,1.96,3.2,22.2,28.599999999999998,19.6,3.2,77.2,19.9,25.4 (±3.2),19.6 (±3.2),77.2% (±19.9%)
1035,Total,Total,Kardzhali,45,2020,37,34.0,44.0,30.0,33.0,37.0,35.6,4.8,1.96,4.2,31.400000000000002,39.800000000000004,9.4,4.2,26.4,13.3,35.6 (±4.2),9.4 (±4.2),26.4% (±13.3%)
1036,Total,Total,Bulgaria,1849,2020,38,1886.0,1806.0,1701.0,1886.0,1789.0,1813.6,69.0,1.96,60.5,1753.1,1874.1,35.4,60.5,2.0,3.3,1813.6 (±60.5),35.4 (±60.5),2.0% (±3.3%)
1037,Total,Total,Severna i yugoiztochna Bulgaria,951,2020,38,966.0,968.0,880.0,1010.0,976.0,960.0,43.0,1.96,37.7,922.3,997.7,-9.0,37.7,-0.9,3.8,960.0 (±37.7),-9.0 (±37.7),-0.9% (±3.8%)
1038,Total,Total,Severozapaden,252,2020,38,258.0,254.0,218.0,282.0,239.0,250.2,21.2,1.96,18.6,231.6,268.8,1.8,18.6,0.7,7.0,250.2 (±18.6),1.8 (±18.6),0.7% (±7.0%)
1039,Total,Total,Vidin,32,2020,38,28.0,33.0,34.0,43.0,30.0,33.6,5.2,1.96,4.6,29.0,38.2,-1.6,4.6,-4.8,11.4,33.6 (±4.6),-1.6 (±4.6),-4.8% (±11.4%)
1040,Total,Total,Montana,43,2020,38,56.0,47.0,31.0,52.0,54.0,48.0,9.0,1.96,7.9,40.1,55.9,-5.0,7.9,-10.4,12.7,48.0 (±7.9),-5.0 (±7.9),-10.4% (±12.7%)
1041,Total,Total,Vratsa,51,2020,38,65.0,52.0,48.0,79.0,45.0,57.8,12.6,1.96,11.0,46.8,68.8,-6.8,11.0,-11.8,14.1,57.8 (±11.0),-6.8 (±11.0),-11.8% (±14.1%)
1042,Total,Total,Pleven,86,2020,38,72.0,82.0,62.0,81.0,74.0,74.2,7.2,1.96,6.3,67.9,80.5,11.8,6.3,15.9,9.1,74.2 (±6.3),11.8 (±6.3),15.9% (±9.1%)
1043,Total,Total,Lovech,40,2020,38,37.0,40.0,43.0,27.0,36.0,36.6,5.4,1.96,4.7,31.900000000000002,41.300000000000004,3.4,4.7,9.3,12.4,36.6 (±4.7),3.4 (±4.7),9.3% (±12.4%)
1044,Total,Total,Severen tsentralen,225,2020,38,240.0,231.0,203.0,224.0,216.0,222.8,12.7,1.96,11.1,211.70000000000002,233.9,2.2,11.1,1.0,4.8,222.8 (±11.1),2.2 (±11.1),1.0% (±4.8%)
1045,Total,Total,Veliko Tarnovo,69,2020,38,73.0,62.0,62.0,70.0,56.0,64.6,6.1,1.96,5.3,59.3,69.89999999999999,4.4,5.3,6.8,8.1,64.6 (±5.3),4.4 (±5.3),6.8% (±8.1%)
1046,Total,Total,Gabrovo,36,2020,38,42.0,39.0,33.0,35.0,34.0,36.6,3.4,1.96,3.0,33.6,39.6,-0.6,3.0,-1.6,7.5,36.6 (±3.0),-0.6 (±3.0),-1.6% (±7.5%)
1047,Total,Total,Ruse,63,2020,38,64.0,63.0,53.0,63.0,59.0,60.4,4.1,1.96,3.6,56.8,64.0,2.6,3.6,4.3,5.9,60.4 (±3.6),2.6 (±3.6),4.3% (±5.9%)
1048,Total,Total,Razgrad,27,2020,38,36.0,32.0,33.0,26.0,31.0,31.6,3.3,1.96,2.9,28.700000000000003,34.5,-4.6,2.9,-14.6,7.1,31.6 (±2.9),-4.6 (±2.9),-14.6% (±7.1%)
1049,Total,Total,Silistra,30,2020,38,25.0,35.0,22.0,30.0,36.0,29.6,5.5,1.96,4.8,24.8,34.4,0.4,4.8,1.4,14.2,29.6 (±4.8),0.4 (±4.8),1.4% (±14.2%)
1050,Total,Total,Severoiztochen,224,2020,38,226.0,219.0,231.0,242.0,243.0,232.2,9.2,1.96,8.1,224.1,240.29999999999998,-8.2,8.1,-3.5,3.3,232.2 (±8.1),-8.2 (±8.1),-3.5% (±3.3%)
1051,Total,Total,Varna,103,2020,38,96.0,104.0,99.0,108.0,94.0,100.2,5.2,1.96,4.6,95.60000000000001,104.8,2.8,4.6,2.8,4.5,100.2 (±4.6),2.8 (±4.6),2.8% (±4.5%)
1052,Total,Total,Dobrich,41,2020,38,49.0,46.0,56.0,50.0,54.0,51.0,3.6,1.96,3.2,47.8,54.2,-10.0,3.2,-19.6,4.8,51.0 (±3.2),-10.0 (±3.2),-19.6% (±4.8%)
1053,Total,Total,Shumen,45,2020,38,43.0,35.0,45.0,53.0,52.0,45.6,6.6,1.96,5.8,39.800000000000004,51.4,-0.6,5.8,-1.3,11.2,45.6 (±5.8),-0.6 (±5.8),-1.3% (±11.2%)
1054,Total,Total,Targovishte,35,2020,38,38.0,34.0,31.0,31.0,43.0,35.4,4.6,1.96,4.0,31.4,39.4,-0.4,4.0,-1.1,10.1,35.4 (±4.0),-0.4 (±4.0),-1.1% (±10.1%)
1055,Total,Total,Yugoiztochen,250,2020,38,242.0,264.0,228.0,262.0,278.0,254.8,17.6,1.96,15.4,239.4,270.2,-4.8,15.4,-1.9,5.6,254.8 (±15.4),-4.8 (±15.4),-1.9% (±5.6%)
1056,Total,Total,Burgas,99,2020,38,74.0,99.0,86.0,93.0,94.0,89.2,8.7,1.96,7.6,81.60000000000001,96.8,9.8,7.6,11.0,8.7,89.2 (±7.6),9.8 (±7.6),11.0% (±8.7%)
1057,Total,Total,Sliven,44,2020,38,45.0,47.0,47.0,44.0,36.0,43.8,4.1,1.96,3.6,40.199999999999996,47.4,0.2,3.6,0.5,7.7,43.8 (±3.6),0.2 (±3.6),0.5% (±7.7%)
1058,Total,Total,Yambol,28,2020,38,40.0,34.0,22.0,35.0,45.0,35.2,7.7,1.96,6.7,28.500000000000004,41.900000000000006,-7.2,6.7,-20.5,12.7,35.2 (±6.7),-7.2 (±6.7),-20.5% (±12.7%)
1059,Total,Total,Stara Zagora,79,2020,38,83.0,84.0,73.0,90.0,103.0,86.6,9.9,1.96,8.7,77.89999999999999,95.3,-7.6,8.7,-8.8,8.3,86.6 (±8.7),-7.6 (±8.7),-8.8% (±8.3%)
1060,Total,Total,Yugozapadna i yuzhna tsentralna Bulgaria,898,2020,38,920.0,838.0,821.0,876.0,813.0,853.6,39.7,1.96,34.8,818.8000000000001,888.4,44.4,34.8,5.2,4.1,853.6 (±34.8),44.4 (±34.8),5.2% (±4.1%)
1061,Total,Total,Yugozapaden,519,2020,38,539.0,486.0,491.0,511.0,457.0,496.8,27.3,1.96,23.9,472.90000000000003,520.7,22.2,23.9,4.5,4.8,496.8 (±23.9),22.2 (±23.9),4.5% (±4.8%)
1062,Total,Total,Sofia (stolitsa),290,2020,38,309.0,267.0,268.0,285.0,261.0,278.0,17.4,1.96,15.3,262.7,293.3,12.0,15.3,4.3,5.4,278.0 (±15.3),12.0 (±15.3),4.3% (±5.4%)
1063,Total,Total,Sofia,69,2020,38,79.0,72.0,75.0,77.0,61.0,72.8,6.3,1.96,5.5,67.3,78.3,-3.8,5.5,-5.2,6.7,72.8 (±5.5),-3.8 (±5.5),-5.2% (±6.7%)
1064,Total,Total,Blagoevgrad,81,2020,38,70.0,66.0,64.0,69.0,63.0,66.4,2.7,1.96,2.4,64.0,68.80000000000001,14.6,2.4,22.0,4.3,66.4 (±2.4),14.6 (±2.4),22.0% (±4.3%)
1065,Total,Total,Pernik,38,2020,38,41.0,39.0,43.0,45.0,25.0,38.6,7.1,1.96,6.2,32.4,44.800000000000004,-0.6,6.2,-1.6,13.6,38.6 (±6.2),-0.6 (±6.2),-1.6% (±13.6%)
1066,Total,Total,Kyustendil,41,2020,38,40.0,42.0,41.0,35.0,47.0,41.0,3.8,1.96,3.3,37.7,44.3,0.0,3.3,0.0,7.4,41.0 (±3.3),0.0 (±3.3),0.0% (±7.4%)
1067,Total,Total,Yuzhen tsentralen,379,2020,38,381.0,352.0,330.0,365.0,356.0,356.8,16.7,1.96,14.6,342.2,371.40000000000003,22.2,14.6,6.2,4.2,356.8 (±14.6),22.2 (±14.6),6.2% (±4.2%)
1068,Total,Total,Plovdiv,154,2020,38,199.0,159.0,144.0,177.0,174.0,170.6,18.4,1.96,16.1,154.5,186.7,-16.6,16.1,-9.7,7.8,170.6 (±16.1),-16.6 (±16.1),-9.7% (±7.8%)
1069,Total,Total,Haskovo,71,2020,38,53.0,63.0,53.0,61.0,71.0,60.2,6.8,1.96,6.0,54.2,66.2,10.8,6.0,17.9,10.6,60.2 (±6.0),10.8 (±6.0),17.9% (±10.6%)
1070,Total,Total,Pazardzhik,73,2020,38,64.0,69.0,66.0,73.0,57.0,65.8,5.3,1.96,4.6,61.199999999999996,70.39999999999999,7.2,4.6,10.9,7.2,65.8 (±4.6),7.2 (±4.6),10.9% (±7.2%)
1071,Total,Total,Smolyan,39,2020,38,40.0,27.0,34.0,32.0,21.0,30.8,6.4,1.96,5.6,25.200000000000003,36.4,8.2,5.6,26.6,19.5,30.8 (±5.6),8.2 (±5.6),26.6% (±19.5%)
1072,Total,Total,Kardzhali,42,2020,38,25.0,34.0,33.0,22.0,33.0,29.4,4.9,1.96,4.3,25.099999999999998,33.699999999999996,12.6,4.3,42.9,18.3,29.4 (±4.3),12.6 (±4.3),42.9% (±18.3%)
1073,Total,Total,Bulgaria,1844,2020,39,1728.0,1862.0,1710.0,1889.0,1827.0,1803.2,71.7,1.96,62.8,1740.4,1866.0,40.8,62.8,2.3,3.5,1803.2 (±62.8),40.8 (±62.8),2.3% (±3.5%)
